,input,choice,label,demographic,year
4693,How important is God in your life,very important,256,female,2021
4694,How important is God in your life,very important,246,female,2021
4695,How important is God in your life,very important,2649,female,2021
4696,How important is God in your life,not at all important,392,male,2022
4697,How important is God in your life,not at all important,113,male,2022
4698,How important is God in your life,not at all important,61,male,2022
4699,How important is God in your life,not at all important,39,male,2022
4700,How important is God in your life,not at all important,63,male,2022
4701,How important is God in your life,very important,49,male,2022
4702,How important is God in your life,very important,62,male,2022
4703,How important is God in your life,very important,52,male,2022
4704,How important is God in your life,very important,30,male,2022
4705,How important is God in your life,very important,664,male,2022
4706,How important is God in your life,not at all important,403,female,2022
4707,How important is God in your life,not at all important,107,female,2022
4708,How important is God in your life,not at all important,95,female,2022
4709,How important is God in your life,not at all important,42,female,2022
4710,How important is God in your life,not at all important,65,female,2022
4711,How important is God in your life,very important,62,female,2022
4712,How important is God in your life,very important,54,female,2022
4713,How important is God in your life,very important,84,female,2022
4714,How important is God in your life,very important,37,female,2022
4715,How important is God in your life,very important,653,female,2022
4716,Employment status Respondent,"Yes, has paid employment: Full time employee",8145,male,2017
4717,Employment status Respondent,"Yes, has paid employment: Part time employee",727,male,2017
4718,Employment status Respondent,"Yes, has paid employment: Self employed ",1395,male,2017
4719,Employment status Respondent,"No, no paid employment: Retired/pensioned",4044,male,2017
4720,Employment status Respondent,"No, no paid employment:Housewife not otherwise employed",64,male,2017
4721,Employment status Respondent,"No, no paid employment:Student ",893,male,2017
4722,Employment status Respondent,"No, no paid employment:Unemployed",955,male,2017
4723,Employment status Respondent,Other,468,male,2017
4724,Employment status Respondent,"Yes, has paid employment: Full time employee",7475,female,2017
4725,Employment status Respondent,"Yes, has paid employment: Part time employee",1748,female,2017
4726,Employment status Respondent,"Yes, has paid employment: Self employed ",901,female,2017
4727,Employment status Respondent,"No, no paid employment: Retired/pensioned",5051,female,2017
4728,Employment status Respondent,"No, no paid employment:Housewife not otherwise employed",1786,female,2017
4729,Employment status Respondent,"No, no paid employment:Student ",1057,female,2017
4730,Employment status Respondent,"No, no paid employment:Unemployed",998,female,2017
4731,Employment status Respondent,Other,520,female,2017
4732,Employment status Respondent,"Yes, has paid employment: Full time employee",13401,male,2018
4733,Employment status Respondent,"Yes, has paid employment: Part time employee",1866,male,2018
4734,Employment status Respondent,"Yes, has paid employment: Self employed ",5042,male,2018
4735,Employment status Respondent,"No, no paid employment: Retired/pensioned",4650,male,2018
4736,Employment status Respondent,"No, no paid employment:Housewife not otherwise employed",255,male,2018
4737,Employment status Respondent,"No, no paid employment:Student ",1531,male,2018
4738,Employment status Respondent,"No, no paid employment:Unemployed",2627,male,2018
4739,Employment status Respondent,Other,407,male,2018
4740,Employment status Respondent,"Yes, has paid employment: Full time employee",10369,female,2018
4741,Employment status Respondent,"Yes, has paid employment: Part time employee",2634,female,2018
4742,Employment status Respondent,"Yes, has paid employment: Self employed ",3051,female,2018
4743,Employment status Respondent,"No, no paid employment: Retired/pensioned",5357,female,2018
4744,Employment status Respondent,"No, no paid employment:Housewife not otherwise employed",8546,female,2018
4745,Employment status Respondent,"No, no paid employment:Student ",1695,female,2018
4746,Employment status Respondent,"No, no paid employment:Unemployed",2634,female,2018
4747,Employment status Respondent,Other,480,female,2018
4748,Employment status Respondent,"Yes, has paid employment: Full time employee",2208,male,2019
4749,Employment status Respondent,"Yes, has paid employment: Part time employee",309,male,2019
4750,Employment status Respondent,"Yes, has paid employment: Self employed ",680,male,2019
4751,Employment status Respondent,"No, no paid employment: Retired/pensioned",884,male,2019
4752,Employment status Respondent,"No, no paid employment:Housewife not otherwise employed",61,male,2019
4753,Employment status Respondent,"No, no paid employment:Student ",282,male,2019
4754,Employment status Respondent,"No, no paid employment:Unemployed",547,male,2019
4755,Employment status Respondent,Other,50,male,2019
4756,Employment status Respondent,"Yes, has paid employment: Full time employee",1760,female,2019
4757,Employment status Respondent,"Yes, has paid employment: Part time employee",456,female,2019
4758,Employment status Respondent,"Yes, has paid employment: Self employed ",430,female,2019
4759,Employment status Respondent,"No, no paid employment: Retired/pensioned",691,female,2019
4760,Employment status Respondent,"No, no paid employment:Housewife not otherwise employed",1203,female,2019
4761,Employment status Respondent,"No, no paid employment:Student ",345,female,2019
4762,Employment status Respondent,"No, no paid employment:Unemployed",730,female,2019
4763,Employment status Respondent,Other,75,female,2019
4764,Employment status Respondent,"Yes, has paid employment: Full time employee",4431,male,2020
4765,Employment status Respondent,"Yes, has paid employment: Part time employee",792,male,2020
4766,Employment status Respondent,"Yes, has paid employment: Self employed ",2049,male,2020
4767,Employment status Respondent,"No, no paid employment: Retired/pensioned",1700,male,2020
4768,Employment status Respondent,"No, no paid employment:Housewife not otherwise employed",82,male,2020
4769,Employment status Respondent,"No, no paid employment:Student ",730,male,2020
4770,Employment status Respondent,"No, no paid employment:Unemployed",1230,male,2020
4771,Employment status Respondent,Other,137,male,2020
4772,Employment status Respondent,"Yes, has paid employment: Full time employee",3862,female,2020
4773,Employment status Respondent,"Yes, has paid employment: Part time employee",1281,female,2020
4774,Employment status Respondent,"Yes, has paid employment: Self employed ",1542,female,2020
4775,Employment status Respondent,"No, no paid employment: Retired/pensioned",1746,female,2020
4776,Employment status Respondent,"No, no paid employment:Housewife not otherwise employed",2220,female,2020
4777,Employment status Respondent,"No, no paid employment:Student ",825,female,2020
4778,Employment status Respondent,"No, no paid employment:Unemployed",1147,female,2020
